vehicle_id,x,y,lane_id,speed,type,message_id,event_type,event_time,x_jitter,y_jitter,main_zone,sub_zone,event_seconds,event_weight,vehicle_weight,speed_norm,priority_score,forwarder_rank_scaf,is_forwarder_scaf,ml_pred,ml_prob,local_density,FRI,FRI_norm
CNA_NBNA_11,7231.87,8244.65,--30988#2_0,1.0,car,6d9a959a-9d93-4f81-b31c-132e20dffd20,Traffic,09:03:45,7231.610393792803,8245.091660952437,C4,C4_2,32625,0.7,0.6,0.007052186177715,0.53141,1.0,1,1,1.0,0,1.0,0.007052186177715091
CNA_NBNA_11,7230.12,8241.82,--30988#2_1,6.3,car,475c938e-1490-4788-a174-2f020a1b3293,NormalFlow,09:04:00,7230.013362536985,8241.44907766939,C4,C4_2,32640,0.3,0.6,0.044428772919605,0.338886,1.0,1,1,1.0,0,6.3,0.04442877291960507
CNA_NBNA_6,6823.79,2254.43,:-29400_0_0,0.0,car,ea692281-8fcf-45ab-be46-49b6a9e6eeaf,Accident,09:04:07,6824.2382437822735,2254.511610600229,C1,C1_1,32647,1.0,0.6,0.0,0.68,1.0,1,1,1.0,0,0.0,0.0
CNA_NBNA_12,7614.27,9353.77,--32244_0,1.0,car,592b103d-3e85-4c28-a284-b431232e79a5,Traffic,09:04:13,7614.747831845757,9354.028205944043,C5,C5_4,32653,0.7,0.6,0.007052186177715,0.53141,1.0,1,1,1.0,0,1.0,0.007052186177715091
CNA_NBNA_12,7612.96,9354.57,--32244_0,5.5,car,8a9e365c-d532-41ad-a3a4-1d6967a42330,NormalFlow,09:04:29,7612.543884604854,9354.875015403462,C5,C5_4,32669,0.3,0.6,0.038787023977433,0.337757,1.0,1,1,1.0,0,5.5,0.038787023977433
CNA_NBNA_11,7222.34,8242.26,:-18840_1_0,0.0,car,c22f5bde-e918-43f0-8e0c-6bf0cb25c1bd,Accident,09:04:32,7222.1739487028835,8242.620185036663,C4,C4_2,32672,1.0,0.6,0.0,0.68,1.0,1,1,1.0,0,0.0,0.0
CNA_NBNA_8,11054.6,9393.03,-31622#1_0,0.0,car,ca92cf70-7a8a-44c1-b585-b67b886f1c01,Accident,09:05:41,11054.541377216812,9392.683516496145,E5,E5_4,32741,1.0,0.6,0.0,0.68,1.0,1,1,1.0,0,0.0,0.0
CNA_NBNA_7,7745.31,6011.87,--30534#1_0,0.0,car,5d3acd5e-fd16-41a7-b89b-77ce00face8d,Accident,09:05:53,7744.904688484144,6011.998369625138,C3,C3_4,32753,1.0,0.6,0.0,0.68,1.0,1,1,1.0,0,0.0,0.0
CNA_NBNA_1,11046.56,9052.45,-31622#2_0,105.9,car,c720ef55-ad42-4fb3-b809-5c5d584b82c3,NormalFlow,09:05:55,11046.269748667832,9052.546286977553,E5,E5_3,32755,0.3,0.6,0.7468265162200282,0.479365,1.0,1,1,1.0,0,105.9,0.7468265162200282
CNA_NBNA_10,11062.33,9428.9,-31622#1_0,0.0,car,e226b047-fcbc-43d5-8042-17f2a7ddc77c,Accident,09:05:58,11062.234641020805,9428.6189216098,E5,E5_4,32758,1.0,0.6,0.0,0.68,1.0,1,1,1.0,1,0.0,0.0
NBSKMS_Nightbus_2,7278.8,6746.23,-32924#0_0,1.1,bus,b24f0873-c863-48f3-8293-064f9ca15f0a,Traffic,09:06:03,7278.709639106134,6745.900657628469,C4,C4_1,32763,0.7,1.0,0.0077574047954866,0.651551,1.0,1,1,1.0,0,1.1,0.007757404795486601
CNA_NBNA_3,5292.35,7693.28,--31212_0,0.0,car,51e73aea-a033-412c-ba5e-af019d25c4fc,Accident,09:06:10,5292.703457468493,7693.442716700658,B4,B4_2,32770,1.0,0.6,0.0,0.68,1.0,1,1,1.0,0,0.0,0.0
NBSKMS_Nightbus_5,7006.15,6917.3,-31648#1_0,1.0,bus,50c8d357-2ff1-4c97-99d4-0ab1407fb26b,Traffic,09:06:34,7006.163934267817,6917.207948089233,C4,C4_1,32794,0.7,1.0,0.007052186177715,0.65141,1.0,1,1,1.0,1,0.5,0.0035260930888575456
CNA_NBNA_4,11052.71,9059.71,-31622#2_2,0.0,car,b74fd753-9e15-4142-b1a0-60e53a1fffb0,Accident,09:06:45,11052.4350652554,9060.06025882912,E5,E5_3,32805,1.0,0.6,0.0,0.68,1.0,1,1,1.0,1,0.0,0.0
NBSKMS_Nightbus_5,7007.1,6919.3,-31648#1_0,8.1,bus,e7ddb3dc-8e4e-4025-8121-098e7e97ca84,NormalFlow,09:06:51,7006.968789793305,6919.454550427413,C4,C4_1,32811,0.3,1.0,0.0571227080394922,0.461425,1.0,1,1,1.0,0,8.1,0.05712270803949224
CNA_NBNA_13,5100.85,6694.23,--32326#1_0,1.0,car,3e217507-d250-4c58-8a73-e8efd72ba608,Traffic,09:07:00,5101.185133819406,6694.122310874392,B4,B4_1,32820,0.7,0.6,0.007052186177715,0.53141,1.0,1,1,1.0,0,1.0,0.007052186177715091
CNA_NBNA_4,11055.01,9022.94,-31622#2_2,132.6,car,29c0bbee-df4a-4b78-8b01-96377205f101,NormalFlow,09:07:03,11054.5535150852,9022.669095199282,E5,E5_3,32823,0.3,0.6,0.935119887165021,0.517024,1.0,1,1,1.0,0,132.6,0.935119887165021
CNA_NBNA_13,5098.97,6694.07,--32326#1_0,6.8,car,3129a079-bf75-4354-8afc-327ba500a668,NormalFlow,09:07:18,5098.952204559399,6693.732250949969,B4,B4_1,32838,0.3,0.6,0.0479548660084626,0.339591,1.0,1,1,1.0,0,6.8,0.04795486600846262
NBSKMS_Nightbus_6,10345.14,9246.37,-32278#1_0,1.0,bus,c458d21f-9cc1-4963-b270-b93d0d6666e3,Traffic,09:07:30,10345.532196574186,9245.889645412337,E5,E5_2,32850,0.7,1.0,0.007052186177715,0.65141,1.0,1,1,1.0,1,0.5,0.0035260930888575456
NBSKMS_Nightbus_7,8856.31,8061.27,--32278#5_0,1.0,bus,15d8024b-b9b4-419c-8cdd-78a667082130,Traffic,09:07:31,8856.53718462828,8060.821990308114,D4,D4_2,32851,0.7,1.0,0.007052186177715,0.65141,1.0,1,1,1.0,0,1.0,0.007052186177715091
NBSKMS_Nightbus_8,7006.15,6917.3,-31648#1_0,1.0,bus,0a7ec19e-174f-432e-be6d-8739e2321a55,Traffic,09:07:48,7005.946669033706,6917.446303882866,C4,C4_1,32868,0.7,1.0,0.007052186177715,0.65141,1.0,1,1,1.0,1,0.5,0.0035260930888575456
NBSKMS_Nightbus_6,10344.04,9245.27,-32278#1_0,5.6,bus,a6690bfc-2b63-4cd8-b3bc-4c6508f3032f,NormalFlow,09:07:51,10344.194050380573,9245.109022782926,E5,E5_2,32871,0.3,1.0,0.0394922425952045,0.457898,1.0,1,1,1.0,0,5.6,0.03949224259520451
NBSKMS_Nightbus_7,8857.7,8061.88,--32278#5_0,5.5,bus,5aa799e8-c72e-481c-9e62-c9d23da84313,NormalFlow,09:07:52,8857.98409391414,8061.924492376401,D4,D4_2,32872,0.3,1.0,0.038787023977433,0.457757,1.0,1,1,1.0,0,5.5,0.038787023977433
NBSKMS_Nightbus_5,7008.59,6946.74,-31648#1_0,0.0,bus,ade3b7dc-93d7-459a-a614-422639bedd13,Accident,09:08:08,7008.153612886843,6946.572474703529,C4,C4_1,32888,1.0,1.0,0.0,0.8,1.0,1,1,1.0,0,0.0,0.0
NBSKMS_Nightbus_8,7006.96,6918.7,-31648#1_0,5.9,bus,c9b5b9a5-7c5b-4850-8486-ffe0facb1cb0,NormalFlow,09:08:09,7006.943383729774,6918.38129248869,C4,C4_1,32889,0.3,1.0,0.041607898448519,0.458322,1.0,1,1,1.0,0,5.9,0.04160789844851904
NBSKMS_Nightbus_7,8861.09,8063.36,--32278#5_0,0.0,bus,bd824055-39da-441f-bfdf-d0b48f9ec80e,Accident,09:08:13,8860.95277285896,8063.211310763788,D4,D4_2,32893,1.0,1.0,0.0,0.8,1.0,1,1,1.0,0,0.0,0.0
CNA_NBNA_14,3374.79,7742.74,-32694_0,1.0,car,75725032-90ec-40a6-9808-3805c197366b,Traffic,09:08:14,3375.120962076044,7742.817250123579,A4,A4_2,32894,0.7,0.6,0.007052186177715,0.53141,1.0,1,1,1.0,0,1.0,0.007052186177715091
CNA_NBNA_8,11050.24,9046.46,-31622#2_1,138.7,car,2e6cb3ab-2ecb-4670-9725-c5de9ac71978,NormalFlow,09:08:25,11050.439190485691,9046.062551387087,E5,E5_3,32905,0.3,0.6,0.978138222849083,0.525628,1.0,1,1,1.0,0,138.7,0.978138222849083
CNA_NBNA_15,3294.15,1730.25,-32426#0_0,50.0,car,cdf5fa40-57f4-4506-9dec-f9338c24aaf1,NormalFlow,09:08:27,3293.7963435162374,1729.9053467818271,A1,A1_1,32907,0.3,0.6,0.3526093088857545,0.400522,1.0,1,1,1.0,0,50.0,0.35260930888575454
CNA_NBNA_14,3376.56,7743.68,-32694_0,7.2,car,3c9f416e-6c10-4598-8b51-092730c4ab64,NormalFlow,09:08:37,3376.1396816198267,7743.730573556792,A4,A4_2,32917,0.3,0.6,0.0507757404795486,0.340155,1.0,1,1,1.0,0,7.2,0.05077574047954866
CNA_NBNA_16,11367.22,9892.33,-31622#0_0,50.0,car,7dfb2f2f-d2be-4ba1-b2a9-a41d44247be0,NormalFlow,09:08:50,11366.93243466733,9892.666201811304,E5,E5_4,32930,0.3,0.6,0.3526093088857545,0.400522,1.0,1,1,1.0,0,50.0,0.35260930888575454
NBSKMS_Nightbus_6,10332.9,9235.15,-32278#1_0,0.0,bus,e0213868-3e30-4ea2-a755-e335ebe766b5,Accident,09:08:59,10333.32679280013,9235.118658471403,E5,E5_2,32939,1.0,1.0,0.0,0.8,1.0,1,1,1.0,0,0.0,0.0
NBSKMS_Nightbus_9,4390.591335,2250.606796,:-3430_3_0,44.0,bus,msg_518150,Deceleration,09:09:09,4390.531888122598,2250.404045477646,A1,A1_3,32949,0.6,1.0,0.310296191819464,0.662059,1.0,1,1,1.0,0,44.0,0.310296191819464
CNA_NBNA_17,4451.272958,1867.233794,-31886#2_0,106.9,car,msg_130916,Deceleration,09:09:10,4451.556903675435,1866.9325019685805,A1,A1_3,32950,0.6,0.6,0.7538787023977432,0.630776,1.0,1,1,1.0,0,106.9,0.7538787023977432
NBSKMS_Nightbus_10,4743.305653,2191.085541,:-19882_0_0,1.1,bus,msg_149354,Acceleration,09:09:11,4743.709921303559,2191.18510082291,A1,A1_3,32951,0.5,1.0,0.0077574047954866,0.551551,1.0,1,1,1.0,0,1.1,0.007757404795486601
CNA_NBNA_18,4384.041752,1770.851853,-32820#0_0,0.0,car,msg_824709,Normal,09:09:12,4384.206739175978,1771.1895822657978,A1,A1_3,32952,0.3,0.6,0.0,0.33,1.0,1,1,1.0,0,0.0,0.0
NBSKMS_Nightbus_11,3507.894247,3000.831147,:-29400_0_0,1.0,bus,msg_204438,EmergencyBrake,09:09:13,3507.505253782048,3000.6433778665983,A1,A1_2,32953,0.9,1.0,0.007052186177715,0.75141,1.0,1,1,1.0,0,1.0,0.007052186177715091
CNA_NBNA_19,3516.8501,3347.494505,:-31622#2-AddedOnRampNode_0_1,46.9,car,msg_665604,EmergencyBrake,09:09:14,3516.413388212411,3347.2737679613406,A1,A1_2,32954,0.9,0.6,0.3307475317348378,0.69615,1.0,1,1,1.0,0,46.9,0.3307475317348378
CNA_NBNA_20,3793.929714,2779.214443,:-11420_4_0,46.3,car,msg_880601,EmergencyBrake,09:09:15,3793.819426913492,2779.692673316008,A1,A1_2,32955,0.9,0.6,0.3265162200282087,0.695303,1.0,1,1,1.0,0,46.3,0.3265162200282087
CNA_NBNA_21,3429.94719,3095.721815,:-19856_2_0,43.3,car,msg_486431,Acceleration,09:09:16,3430.4275954134305,3095.507035777453,A1,A1_2,32956,0.5,0.6,0.3053596614950634,0.491072,1.0,1,1,1.0,0,43.3,0.30535966149506344
CNA_NBNA_22,3513.892642,2920.889084,--30988#2_0,130.3,car,msg_521600,Deceleration,09:09:17,3513.920098491397,2920.3897564593403,A1,A1_2,32957,0.6,0.6,0.9188998589562763,0.66378,1.0,1,1,1.0,0,130.3,0.9188998589562765
CNA_NBNA_23,3961.951694,2791.008696,:-25332_4_0,79.7,car,msg_997754,Acceleration,09:09:18,3961.699572858796,2791.260996746006,A1,A1_2,32958,0.5,0.6,0.5620592383638928,0.542412,1.0,1,1,1.0,0,79.7,0.5620592383638928
CNA_NBNA_24,4019.744181,2698.516979,-31622#0-AddedOffRampEdge_1,77.3,car,msg_499674,Acceleration,09:09:19,4019.951154314992,2698.2652986145445,A1,A1_2,32959,0.5,0.6,0.5451339915373765,0.539027,1.0,1,1,1.0,0,77.3,0.5451339915373765
CNA_NBNA_25,4547.036348,2860.174348,:-18840_1_0,46.9,car,msg_499939,EmergencyBrake,09:09:20,4546.598667146206,2860.0705848352936,A1,A1_4,32960,0.9,0.6,0.3307475317348378,0.69615,1.0,1,1,1.0,0,46.9,0.3307475317348378
CNA_NBNA_26,4400.04946,2986.855732,-31648#1_0,50.2,car,msg_562750,Normal,09:09:21,4400.531046897812,2987.3521707286463,A1,A1_4,32961,0.3,0.6,0.3540197461212976,0.400804,1.0,1,1,1.0,0,50.2,0.3540197461212976
CNA_NBNA_27,4185.122126,3341.088571,:-31622#2-AddedOnRampNode_0_1,53.3,car,msg_929263,Acceleration,09:09:22,4185.528945431949,3340.9069764604933,A1,A1_4,32962,0.5,0.6,0.3758815232722143,0.505176,1.0,1,1,1.0,0,53.3,0.37588152327221436
CNA_NBNA_28,4268.067748,2974.580046,--32406#1_0,26.2,car,msg_628779,Deceleration,09:09:23,4267.690105789187,2974.5879894814984,A1,A1_4,32963,0.6,0.6,0.1847672778561354,0.516953,1.0,1,1,1.0,0,26.2,0.1847672778561354
CNA_NBNA_29,4706.191176,3184.566425,-31622#1_0,43.3,car,msg_308882,EmergencyBrake,09:09:24,4706.026219381701,3184.868912943274,A1,A1_4,32964,0.9,0.6,0.3053596614950634,0.691072,1.0,1,1,1.0,0,43.3,0.30535966149506344
CNA_NBNA_30,4075.8088,3960.276056,-30694#1_0,45.9,car,msg_559348,EmergencyBrake,09:09:25,4075.953297892593,3960.612552622207,A2,A2_1,32965,0.9,0.6,0.3236953455571226,0.694739,1.0,1,1,1.0,0,45.9,0.32369534555712265
CNA_NBNA_31,3910.620805,3989.818656,:-31622#2-AddedOnRampNode_0_1,106.9,car,msg_514087,EmergencyBrake,09:09:26,3910.5538300658095,3989.797067866865,A2,A2_1,32966,0.9,0.6,0.7538787023977432,0.780776,1.0,1,1,1.0,0,106.9,0.7538787023977432
CNA_NBNA_32,3380.418162,4093.530752,:-23434_1_0,104.9,car,msg_874353,Acceleration,09:09:27,3380.7137499285946,4093.30752170288,A2,A2_1,32967,0.5,0.6,0.7397743300423131,0.577955,1.0,1,1,1.0,0,104.9,0.7397743300423131
CNA_NBNA_33,3967.092847,3735.701235,-31622#2-AddedOnRampEdge_3,0.0,car,msg_412918,EmergencyBrake,09:09:28,3967.193943814107,3735.5271903791895,A2,A2_1,32968,0.9,0.6,0.0,0.63,1.0,1,1,1.0,0,0.0,0.0
CNA_NBNA_34,4050.847641,4055.184449,:-30706#0-AddedOffRampNode_0_0,138.7,car,msg_245987,Acceleration,09:09:29,4050.802694826296,4055.1713362388696,A2,A2_1,32969,0.5,0.6,0.978138222849083,0.625628,1.0,1,1,1.0,0,138.7,0.978138222849083
CNA_NBNA_35,3994.834994,3364.430698,-31622#2-AddedOnRampEdge_3,45.6,car,msg_222003,Normal,09:09:30,3994.8781324171264,3363.985010110885,A2,A2_1,32970,0.3,0.6,0.3215796897038082,0.394316,1.0,1,1,1.0,0,45.6,0.3215796897038082
CNA_NBNA_36,3350.952173,3852.942312,-31818#21_1,65.9,car,msg_187583,EmergencyBrake,09:09:31,3350.9469960198307,3852.865073227141,A2,A2_1,32971,0.9,0.6,0.4647390691114245,0.722948,1.0,1,1,1.0,0,65.9,0.46473906911142454
NBSKMS_Nightbus_12,4137.858892,3671.390654,-31622#1_1,42.7,bus,msg_102178,EmergencyBrake,09:09:32,4137.48251333966,3671.710640277384,A2,A2_3,32972,0.9,1.0,0.3011283497884344,0.810226,1.0,1,1,1.0,0,42.7,0.3011283497884344
CNA_NBNA_37,4330.851087,3759.683646,:-19442_10_0,98.5,car,msg_401037,Deceleration,09:09:33,4331.260869780718,3759.958424143536,A2,A2_3,32973,0.6,0.6,0.6946403385049364,0.618928,1.0,1,1,1.0,0,98.5,0.6946403385049364
CNA_NBNA_38,4890.004933,3431.119105,:-25332_4_0,106.3,car,msg_256431,Deceleration,09:09:34,4890.280721169384,3431.0137264163254,A2,A2_3,32974,0.6,0.6,0.7496473906911142,0.629929,1.0,1,1,1.0,0,106.3,0.7496473906911142
NBSKMS_Nightbus_13,4237.816487,3485.298186,--32326#1_0,40.1,bus,msg_367417,EmergencyBrake,09:09:35,4238.116179217014,3485.2034108462763,A2,A2_3,32975,0.9,1.0,0.2827926657263752,0.806559,1.0,1,1,1.0,0,40.1,0.2827926657263752
CNA_NBNA_39,4539.68529,3877.384574,--30534#1_0,16.2,car,msg_328874,Acceleration,09:09:36,4539.946880523662,3877.128658550973,A2,A2_3,32976,0.5,0.6,0.1142454160789844,0.452849,1.0,1,1,1.0,0,16.2,0.11424541607898447
CNA_NBNA_40,4110.90651,3826.127329,--30334#1_0,68.0,car,msg_601516,Deceleration,09:09:37,4111.027927997759,3825.633082324251,A2,A2_3,32977,0.6,0.6,0.4795486600846262,0.57591,1.0,1,1,1.0,0,68.0,0.4795486600846262
CNA_NBNA_41,4722.427454,3657.418262,--32468#2_0,50.3,car,msg_940241,EmergencyBrake,09:09:38,4722.794492286344,3657.1142175588793,A2,A2_3,32978,0.9,0.6,0.354724964739069,0.700945,1.0,1,1,1.0,0,50.3,0.35472496473906906
CNA_NBNA_42,3588.32376,4796.804649,--32468#2_0,7.2,car,msg_934753,Normal,09:09:39,3588.2205505220627,4796.316693678633,A2,A2_2,32979,0.3,0.6,0.0507757404795486,0.340155,1.0,1,1,1.0,0,7.2,0.05077574047954866
